DEMANDA,QUANTIDADE,DATA_SOLICITAÇÃO,PRAZO_DESEJADO,DATA_APROVAÇÃO,DATA_EMISSAO_NF,PREVISAO_ENTREGA,NUMERO_NF,FORNECEDOR,VALOR_TOTAL_COMPRA,VALOR_FRETE,CREDITO_ICMS,CNPJ_FATURADO,FORMA_PAGAMENTO,NUMERO_PARCELAS,VALOR_UNITARIO,UNIDADES,CATEGORIA_COMPRAS,CATEGORIA_MATERIAL_PCP
MP002 FITA DE CETIM Nº1 7MMVerde Piscina - Cód. 232 Prógresso-7MM,700,2025-05-19,2025-05-12,2025-05-13,2025-05-19,2025-05-21,497954,D S J Londrina,83.86,34.075,12.12,Natural,Boleto,3.0,0.12,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Marinho - Cód. 120 Kit-4MM,900,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,89.91,0.0,9.81,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Piscina - Cód. 232 Prógresso-4MM,1000,2025-05-19,2025-05-12,2025-05-13,2025-05-19,2025-05-21,497954,D S J Londrina,119.8,34.075,17.31,Natural,Boleto,3.0,0.12,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAmarelo Ouro - Cód. 132 Kit-4MM,500,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,49.95,0.0,5.45,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMarrom - cód. 32-7MM,1000,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,99.9,0.0,10.9,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMARROM - SINIMBU-7MM,780,2025-05-19,2025-05-12,2025-05-19,2025-05-19,2025-05-19,930576,Parco Comércio e Serviços,175.5,0.0,35.1,Natural,Cartão,1.0,0.23,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Bebê - Cód. 104 Kit-7MM,1500,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,149.85,0.0,16.35,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAmarelo Bebê - Cód. 09 Kit-4MM,1300,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,129.87,0.0,14.17,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim Nº1 7mm Rosa MAUVE - Cód. 344 SINIMBU,160,2025-05-19,2025-05-12,2025-05-19,2025-05-19,2025-05-19,930576,Parco Comércio e Serviços,30.4,0.0,6.08,Natural,Cartão,1.0,0.19,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMarrom - cód. 32-4MM,500,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,49.95,0.0,18.53,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMarfim - Cód.02 Kit-7MM,2000,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,199.8,0.0,21.8,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim Nº1 7mm AZUL CEU - COD.2811 SINIMBU,590,2025-05-19,2025-05-12,2025-05-19,2025-05-19,2025-05-19,930576,Parco Comércio e Serviços,132.75,0.0,26.55,Natural,Cartão,1.0,0.23,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAmarelo Bebê - Cód. 09 Kit-7MM,1500,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,264.0,0.0,28.8,Mar,Boleto,3.0,0.18,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMVermelho - Cód. 0026-7MM,1600,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,159.84,0.0,17.44,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
20337 FERRAGEM 17X24UNICA-U,1000,2025-05-22,2025-05-07,2025-05-09,2025-05-14,2025-05-22,4747,Naxan,3304.78,54.78,0.0,Natural,Boleto,3.0,3.3,UNIDADES,Wire-o,FERRAGEM
20336 FERRAGEM A5UNICA-U,5000,2025-05-22,2025-05-07,2025-05-09,2025-05-14,2025-05-22,4747,Naxan,16338.85,270.85,0.0,Natural,Boleto,3.0,3.27,UNIDADES,Wire-o,FERRAGEM
MP126 Percalux Preto 180g/m2 Bob 1300 mmUNICA-U,50,2025-05-16,2025-05-08,2025-05-09,2025-05-13,2025-05-16,15379,Jafi Decorações,875.0,0.0,0.0,Universo,Cartão,3.0,17.5,METROS,Sintéticos,COURO
MP001 FITA DE CETIM Nº0 4MMMarfim - Cód.02 Kit-4MM,1700,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,169.83,0.0,18.53,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
Saco Adesivado 15x15 - Calendario Mesa,6000,2025-05-16,2025-05-08,2025-05-08,2025-05-22,2025-05-23,2396,Jofer Benfica Embalagens Ltda,900.0,0.0,0.0,Universo,Cartão,1.0,0.15,UNIDADES,Embalagens,SACO ADESIVADO
Pendente Metalicos 30cm Preto,5500,2025-05-16,2025-05-08,2025-05-27,2025-05-27,2025-05-30,220753,Lassane,1988.21,,62.9,Natural,Boleto,3.0,0.36,UNIDADES,Wire-o,PENDENTE
MP003 ELASTICO Nº 12Azul Turquesa - São José-U,500,2025-06-04,2025-05-12,2025-05-12,2025-06-03,2025-06-06,163206,Fábrica de Elásicos São José,227.3,0.0,27.28,Universo,Boleto,5.0,0.45,METROS,Aviamentos,ELASTICO
MP427 REBITE FERRO EBERLE - NIQUELADOUNICA-U,50000,2025-06-12,2025-05-08,2025-05-08,2025-05-30,2025-06-12,1126288,Mundial,5099.0,0.0,0.0,Mar,Boleto,2.0,0.1,UNIDADES,Resto,REBITE
MP004 ILHOS Nº 54PRETO-U,10000,2025-05-15,2025-05-08,2025-05-09,2025-05-12,2025-05-15,128329,Castro e Castro,245.9,0.0,26.82,Mar,Boleto,3.0,0.02,UNIDADES,Resto,ILHOS
MP004 ILHOS Nº 54BRANCO-U,30000,2025-05-15,2025-05-08,2025-05-09,2025-05-12,2025-05-15,128329,Castro e Castro,737.7,0.0,80.48,Mar,Boleto,3.0,0.02,UNIDADES,Resto,ILHOS
MP004 ILHOS Nº 54DOURADO CLARO-U,12000,2025-05-16,2025-05-09,2025-05-19,2025-05-19,2025-05-19,930569,Parco Comércio e Serviços,372.0,0.0,74.4,Natural,Cartão,1.0,0.03,UNIDADES,Aviamentos,ILHOS
MP003 ELASTICO Nº 12Marrom - São José-U,130,2025-05-06,2025-05-06,,,2025-05-07,104670,,,,,,,,,METROS,,ELASTICO
20382 WIRE-O - BOBINA DOURADAUNICA-1,15,2025-05-28,2025-05-09,2025-05-13,2025-05-21,2025-05-28,22842,Spiralteck,5373.85,,624.56,Universo,Boleto,4.0,358.26,CAIXAS,Wire-o,WIRE-O
Pendente Metalicos 30cm Branco,3000,2025-05-28,2025-05-12,2025-05-27,2025-05-27,2025-05-30,220753,Lassane,1089.93,,34.31,Natural,Boleto,3.0,0.36,UNIDADES,Wire-o,PENDENTE
MP003 ELASTICO Nº 12Azul Royal - São José-U,500,2025-06-04,2025-05-12,2025-05-12,2025-06-03,2025-06-06,163206,Fábrica de Elásicos São José,227.3,,27.28,Universo,Boleto,5.0,0.45,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMAzul Royal - cód. 40-4MM,500,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,49.95,0.0,5.45,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVerde Musgo - cód. 108 Kit-4MM,800,2025-05-19,2025-05-12,2025-05-19,2025-05-19,2025-05-19,930576,Parco Comércio e Serviços,103.92,0.0,20.78,Natural,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMVerde Musgo - cód. 108 Kit-7MM,400,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,39.96,0.0,4.32,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Royal - cód. 40-7MM,800,2025-05-19,2025-05-12,2025-05-13,2025-05-15,2025-05-19,128817,Castro e Castro,79.92,0.0,8.72,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP003 ELASTICO Nº 12MARROM - OLIMPIA-U,5000,2025-06-04,2025-05-14,2025-05-15,2025-06-04,2025-06-09,29545,Elasticos Olimpia Ltda,2500.0,30.71,0.0,Mar,Boleto,6.0,0.5,METROS,Aviamentos,ELASTICO
Percalux Cafe 180g/m2 Bob 1400 mm,5,2025-05-27,2025-05-14,2025-05-22,2025-05-27,2025-05-27,15444,Jafi Decorações,87.5,0.0,0.0,Bela,Cartão,3.0,17.5,METROS,Sintéticos,COURO
MP427 REBITE FERRO EBERLE - NIQUELADOUNICA-U,50000,2025-06-12,2025-05-16,2025-05-22,2025-06-16,2025-06-25,1128404,Mundial Eberle,5404.94,,648.59,Mar,Boleto,2.0,0.11,UNIDADES,Resto,REBITE
MP119 Percalux Azul Royal 180g/m2 Bob 1300 MM - JAFIRUNICA-U,150,2025-05-26,2025-05-21,2025-05-21,2025-05-27,2025-05-28,15442,Jafi Decorações,2625.0,0.0,0.0,Bela,Cartão,3.0,17.5,METROS,Sintéticos,COURO
20378 WIRE-O - BOBINA PRETAUNICA-9/16,15,2025-06-16,2025-05-21,2025-05-21,2025-05-27,2025-05-30,220802,Lassane,7268.33,633.79,844.74,Natural,Boleto,4.0,484.56,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-7/8,10,2025-06-16,2025-05-21,2025-05-21,2025-05-27,2025-05-30,220802,Lassane,3321.01,289.59,385.98,Natural,Boleto,4.0,332.1,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,8,2025-06-16,2025-05-21,2025-05-21,,2025-06-16,4875,Lassane,2771.62,346.48,,Natural,Boleto,3.0,346.45,CAIXAS,Wire-o,WIRE-O
20378 WIRE-O - BOBINA PRETAUNICA-5/8,5,2025-06-16,2025-05-21,2025-05-21,2025-05-27,,220802,Lassane,2124.78,202.98,270.54,Natural,Boleto,4.0,424.96,CAIXAS,Wire-o,WIRE-O
Fita de Cetim Nº0 4mm AZUL CEU - COD.2811 SINIMBU,1000,2025-05-29,2025-05-23,2025-05-19,2025-05-19,2025-05-19,930576,Parco Comércio e Serviços,225.0,0.0,45.0,Universo,Cartão,1.0,0.23,METROS,Aviamentos,FITA DE CETIM
MP004 ILHOS Nº 54DOURADO CLARO-U,3000,2025-05-16,2025-05-09,2025-05-19,2025-05-19,2025-05-19,930576,Parco Comércio e Serviços,103.92,0.0,20.78,Natural,Cartão,1.0,0.03,UNIDADES,Aviamentos,ILHOS
MP004 ILHOS Nº 54DOURADO CLARO-U,1000,2025-05-16,2025-05-09,,,2025-05-19,930576,,24.59,0.0,4.92,Natural,Cartão,1.0,0.02,UNIDADES,,ILHOS
MP004 ILHOS Nº 54DOURADO CLARO-U,7000,2025-05-16,2025-05-09,2025-05-29,2025-05-29,2025-05-29,616617,Tecidos e Armarinhos 253,216.93,0.0,43.39,Natural,Cartão,1.0,0.03,UNIDADES,Aviamentos,ILHOS
MP001 FITA DE CETIM Nº0 4MMMARROM - SINIMBU-4MM,290,2025-05-19,2025-05-12,2025-05-29,2025-05-29,2025-05-29,108641,Parco Comércio e Serviços,65.25,0.0,13.05,Natural,Cartão,1.0,0.23,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMARROM - SINIMBU-7MM,380,2025-05-19,2025-05-12,2025-05-29,2025-05-29,2025-05-29,108641,Parco Comércio e Serviços,85.5,0.0,17.1,Natural,Cartão,1.0,0.23,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim Nº0 4mm AZUL CEU - COD.2811 SINIMBU,1380,2025-05-29,2025-05-23,2025-05-29,2025-05-29,2025-05-29,108641,Parco Comércio e Serviços,310.5,0.0,62.1,Natural,Cartão,1.0,0.23,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim Nº1 7mm AZUL CEU - COD.2811 SINIMBU,420,2025-05-19,2025-05-12,2025-05-29,2025-05-29,2025-05-29,108641,Parco Comércio e Serviços,94.5,0.0,18.9,Natural,Cartão,1.0,0.23,METROS,Aviamentos,FITA DE CETIM
MP428 REBITE FERRO ERBELE - DOURADOUNICA-U,7000,2025-05-30,2025-05-23,2025-05-28,2025-05-29,2025-05-29,120805,Comercial Maluli,934.76,41.76,112.17,Universo,Cartão,3.0,0.13,UNIDADES,Aviamentos,REBITE
MP428 REBITE FERRO ERBELE - DOURADOUNICA-U,6000,2025-07-02,2025-05-23,2025-05-29,2025-05-29,2025-05-29,616617,Tecidos e Armarinhos 253,623.94,0.0,124.79,Natural,Cartão,1.0,0.1,UNIDADES,Aviamentos,REBITE
MP003 ELASTICO Nº 12Preto - São José-U,5000,2025-06-18,2025-05-23,2025-06-04,2025-06-13,2025-06-18,163638,Fábrica de Elásicos São José,2273.0,24.25,272.76,Universo,Boleto,3.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Verde Musgo - São José-U,300,2025-06-18,2025-05-23,2025-06-04,,2025-06-18,4905,Fábrica de Elásicos São José,136.38,24.25,16.37,Universo,Boleto,3.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Azul Marinho - São José-U,500,2025-06-18,2025-05-23,2025-06-04,,2025-06-18,4905,Fábrica de Elásicos São José,227.3,24.25,27.28,Universo,Boleto,3.0,0.45,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,300,2025-06-18,2025-05-23,2025-06-04,,2025-06-18,4905,Fábrica de Elásicos São José,136.38,24.25,16.37,Universo,Boleto,3.0,0.45,METROS,Aviamentos,ELASTICO
Percalux Laranja 180g/m2 Bob 1400 mm,15,2025-05-30,2025-05-26,2025-05-26,2025-05-29,2025-05-29,5232,Led Encadernadora,367.13,97.13,0.0,Universo,Cartão,1.0,24.48,METROS,Sintéticos,COURO
20382 WIRE-O - BOBINA DOURADAUNICA-1,6,2025-06-06,2025-05-09,2025-05-13,2025-05-30,2025-06-06,22927,Spiralteck,2149.54,,249.83,Universo,Boleto,3.0,358.26,CAIXAS,Wire-o,WIRE-O
20382 WIRE-O - BOBINA DOURADAUNICA-1 1/4,37,2025-06-06,2025-05-09,2025-05-13,2025-05-30,2025-06-06,22927,Spiralteck,10470.92,,1216.96,Universo,Boleto,3.0,283.0,CAIXAS,Wire-o,WIRE-O
20382 WIRE-O - BOBINA DOURADAUNICA-3/4,2,2025-06-06,2025-05-09,2025-05-13,2025-05-30,2025-06-06,22927,Spiralteck,807.415,,93.84,Universo,Boleto,3.0,403.71,CAIXAS,Wire-o,WIRE-O
Fita de Cetim Nº1 7mm AZUL CEU - COD.2811 SINIMBU,600,2025-05-19,2025-05-12,2025-05-29,2025-05-29,2025-05-29,616617,Tecidos e Armarinhos 253,119.4,0.0,23.88,Natural,Cartão,1.0,0.2,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMARROM - SINIMBU-7MM,1340,2025-05-19,2025-05-12,2025-05-29,2025-05-29,2025-05-29,616617,Tecidos e Armarinhos 253,316.41,0.0,63.28,Natural,Cartão,1.0,0.24,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim Nº0 4mm AZUL CEU - COD.2811 SINIMBU,380,2025-05-29,2025-05-23,2025-05-29,2025-05-29,2025-05-29,616617,Tecidos e Armarinhos 253,75.62,0.0,15.12,Natural,Cartão,1.0,0.2,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMARROM - SINIMBU-4MM,2340,2025-05-19,2025-05-12,2025-05-29,2025-05-29,2025-05-29,616617,Tecidos e Armarinhos 253,515.41,0.0,103.08,Natural,Cartão,1.0,0.22,METROS,Aviamentos,FITA DE CETIM
20337 FERRAGEM 17X24UNICA-U,4000,2025-06-30,2025-05-30,2025-06-09,2025-06-20,2025-06-30,4849,Naxan,13400.0,400.0,0.0,Bruniel,Boleto,3.0,3.35,UNIDADES,Wire-o,FERRAGEM
MP004 ILHOS Nº 54PRETO-U,30000,2025-06-30,2025-05-30,2025-06-09,2025-06-10,2025-06-30,131150,Castro e Castro,737.7,0.0,80.48,Mar,Boleto,3.0,0.02,UNIDADES,Aviamentos,ILHOS
MP004 ILHOS Nº 54PRATA-U,30000,2025-06-30,2025-05-30,2025-06-16,2025-06-16,2025-06-30,90875,Valmiral Fernandes Souza,899.7,0.0,0.0,Natural,Cartão,1.0,0.03,UNIDADES,Aviamentos,ILHOS
MP004 ILHOS Nº 54DOURADO CLARO-U,25000,2025-05-16,2025-05-09,2025-06-04,,2025-06-11,9404,Yasmaq,900.0,,,Natural,Cartão,1.0,0.04,UNIDADES,Aviamentos,ILHOS
MP428 REBITE FERRO ERBELE - DOURADOUNICA-U,47000,2025-07-02,2025-05-23,2025-06-03,2025-06-19,,1129031,Mundial Eberle,8602.55,,1032.31,Mar,Boleto,2.0,0.18,UNIDADES,Resto,REBITE
MP432 PAPELAO CORTADO 20X26.5 - AGENDA 11.5X16/15.5X9UNICA-U,3589,2025-06-03,2025-06-03,2025-06-03,2025-04-30,2025-06-03,40256,Papelão União,961.54,0.0,121.6,Bruniel,Boleto,4.0,0.27,UNIDADES,Papelão,PAPELAO
MP001 FITA DE CETIM Nº0 4MMAZUL CELESTE - 246 COLORE-4MM,1000,2025-06-11,2025-06-04,2025-06-05,,2025-06-13,4910,DSJ Londrina,134.3,34.43,,Universo,Cartão,3.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAZUL CELESTE - 246 COLORE-7MM,500,2025-06-11,2025-06-04,2025-06-06,2025-06-06,2025-06-06,932211,Parco Comércio e Serviços,199.5,0.0,39.9,Natural,Cartão,1.0,0.4,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Royal - cód. 40-4MM,1500,2025-06-11,2025-06-04,2025-06-09,2025-06-10,2025-06-11,131150,Castro e Castro,149.85,0.0,16.34,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMAzul Royal - cód. 40-7MM,150,2025-06-11,2025-06-04,2025-06-06,2025-06-06,2025-06-06,932211,J7 Produtos para Telecomunicações,29.85,0.0,5.97,Natural,Cartão,1.0,0.2,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMROSA VELHO - 1143 COLORE-4MM,1000,2025-06-11,2025-06-04,2025-06-05,,2025-06-13,4910,DSJ Londrina,134.3,34.43,,Universo,Cartão,3.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMROSA VELHO - 1143 COLORE-7MM,500,2025-06-11,2025-06-04,2025-06-06,2025-06-06,2025-06-06,932211,Parco Comércio e Serviços,199.5,0.0,39.9,Natural,Cartão,1.0,0.4,METROS,Aviamentos,FITA DE CETIM
MP004 ILHOS Nº 54DOURADO CLARO-U,6000,2025-05-16,2025-05-09,2025-05-30,2025-05-30,2025-05-30,931758,Parco Comércio e Serviços,232.74,0.0,46.55,Natural,Cartão,1.0,0.04,UNIDADES,Aviamentos,ILHOS
MP004 ILHOS Nº 54DOURADO CLARO-U,8000,2025-05-16,2025-05-09,,,,8185,,,,,,,,,UNIDADES,,ILHOS
MP428 REBITE FERRO ERBELE - DOURADOUNICA-U,1000,2025-07-02,2025-05-23,2025-05-30,2025-05-30,2025-05-30,931758,Parco Comércio e Serviços,56.99,0.0,11.4,Natural,Cartão,1.0,0.06,UNIDADES,Aviamentos,REBITE
MP002 FITA DE CETIM Nº1 7MMAzul Royal - cód. 40-7MM,1350,2025-06-11,2025-06-04,2025-06-09,2025-06-10,2025-06-11,131150,Castro e Castro,149.85,0.0,16.35,Mar,Boleto,3.0,0.11,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim N°0 4mm Rosa - Cód. 0024 Sinimbu,1,2025-05-06,2025-05-06,2025-05-06,2025-05-06,2025-05-06,929201,Parco Comércio e Serviços,2.25,0.0,0.45,Natural,Cartão,1.0,2.25,UNIDADES,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMARROM - SINIMBU-4MM,1,2025-05-06,2025-05-06,2025-05-06,2025-05-06,2025-05-06,929201,Parco Comércio e Serviços,2.25,0.0,0.45,Natural,Cartão,1.0,2.25,UNIDADES,Aviamentos,FITA DE CETIM
Fita de Cetim N°0 4.mm Rosa - Cód. 1773 Sinimbu,1,2025-05-06,2025-05-06,2025-05-06,2025-05-06,2025-05-06,929201,Parco Comércio e Serviços,2.25,0.0,0.45,Natural,Cartão,1.0,2.25,UNIDADES,Aviamentos,FITA DE CETIM
Fita de Cetim N°0 4mm Azul Céu - Cód 2811 Sinimbu,1,2025-05-06,2025-05-06,2025-05-06,2025-05-06,2025-05-06,929201,Parco Comércio e Serviços,2.25,0.0,0.45,Natural,Cartão,1.0,2.25,UNIDADES,Aviamentos,FITA DE CETIM
Fita de Cetim N°1 7mm Guaraná - Cód. 0344 Sinimbu,1,2025-05-06,2025-05-06,2025-05-06,2025-05-06,2025-05-06,929201,Parco Comércio e Serviços,1.9,0.0,0.38,Natural,Cartão,1.0,1.9,UNIDADES,Aviamentos,FITA DE CETIM
Fita de Cetim N°1 7mm Azul Marinho - Cód. 1722 Sinimbu,1,2025-05-06,2025-05-06,2025-05-06,2025-05-06,2025-05-06,929201,Parco Comércio e Serviços,2.25,0.0,0.45,Natural,Cartão,1.0,2.25,UNIDADES,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMAzul Royal - cód. 40-4MM,100,2025-05-06,2025-05-06,2025-05-06,2025-05-06,2025-05-06,929201,Parco Comércio e Serviços,12.99,0.0,2.6,Natural,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
Fita de Cetim N°0 4mm Nude - Cód. 0091 Kit,1,2025-05-06,2025-05-06,2025-05-06,2025-05-06,2025-05-06,929201,Parco Comércio e Serviços,12.99,0.0,2.6,Natural,Cartão,1.0,12.99,UNIDADES,Aviamentos,FITA DE CETIM
Fita de Cetim N°0 4mm Dourado - Cód. 0157 Kit,1,2025-05-06,2025-05-06,2025-05-06,2025-05-06,2025-05-06,929201,Parco Comércio e Serviços,12.99,0.0,2.6,Natural,Cartão,1.0,12.99,UNIDADES,Aviamentos,FITA DE CETIM
Fita de Cetim N°0 4mm Caramelo - Cód. 0159 Kit,1,2025-05-06,2025-05-06,2025-05-06,2025-05-06,2025-05-06,929201,Parco Comércio e Serviços,12.99,0.0,2.6,Natural,Cartão,1.0,12.99,UNIDADES,Aviamentos,FITA DE CETIM
MP003 ELASTICO Nº 12IMPALA - OLIMPIA-U,1600,2025-05-17,2025-05-12,2025-05-14,2025-06-11,2025-06-17,29589,Elasticos Olimpia Ltda,930.0,210.0,0.0,Mar,Boleto,6.0,0.58,METROS,Aviamentos,ELASTICO
Fita de Cetim N°0 4mm Azul Céu - Cód 2811 Sinimbu,240,2025-05-06,2025-05-06,,,,,Parco Comércio e Serviços,,,,,Cartão,,,UNIDADES,Aviamentos,FITA DE CETIM
Fita de Cetim Nº1 7mm AZUL CEU - COD.2811 SINIMBU,50,2025-05-19,2025-05-06,,,,,Parco Comércio e Serviços,,,,,Cartão,,,UNIDADES,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMARROM - SINIMBU-4MM,40,2025-05-06,2025-05-06,,,,,Parco Comércio e Serviços,,,,,Cartão,,,UNIDADES,Aviamentos,FITA DE CETIM
MP002 FITA DE CETIM Nº1 7MMMARROM - SINIMBU-7MM,30,2025-05-19,2025-05-06,,,,,Parco Comércio e Serviços,,,,,Cartão,,,UNIDADES,Aviamentos,FITA DE CETIM
MP003 ELASTICO Nº 12Verde Musgo - São José-U,500,2025-07-30,2025-06-30,2025-07-10,2025-07-10,2025-07-30,564318,DSJ Londrina,376.95,12.46,45.23,Natural,Cartão,3.0,0.75,METROS,Aviamentos,ELASTICO
MP003 ELASTICO Nº 12Marrom - São José-U,500,2025-07-30,2025-06-30,2025-07-10,2025-07-10,2025-07-30,4964,DSJ Londrina,376.95,12.46,45.24,Natural,Cartão,3.0,0.75,METROS,Aviamentos,ELASTICO
MP001 FITA DE CETIM Nº0 4MMVerde Musgo - cód. 108 Kit-4MM,1000,2025-07-11,2025-06-30,2025-07-09,2025-07-09,2025-07-10,935361,Parco Comércio e Serviços,142.89,0.0,28.58,Natural,Cartão,1.0,0.14,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVermelha - Cód. 26 Kit-4MM,500,2025-07-11,2025-06-30,2025-07-08,2025-07-08,2025-07-11,133636,Castro e Castro,49.95,0.0,5.45,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
MP002FITA DE CETIM Nº1 7MMF01-Azul Royal - cód. 40-7MM,1000,2025-07-11,2025-06-30,2025-07-08,2025-07-08,2025-07-11,133636,Castro e Castro,176.0,0.0,19.2,Mar,Boleto,3.0,0.18,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMVinho - Cód. 37 Kit-4MM,300,2025-07-11,2025-06-30,2025-07-09,2025-07-09,2025-07-10,935361,Parco Comércio e Serviços,38.97,0.0,7.79,Natural,Cartão,1.0,0.13,METROS,Aviamentos,FITA DE CETIM
MP001 FITA DE CETIM Nº0 4MMMarrom - cód. 32-4MM,300,2025-07-11,2025-06-30,2025-07-08,2025-07-08,2025-07-11,133636,Castro e Castro,29.97,0.0,3.27,Mar,Boleto,3.0,0.1,METROS,Aviamentos,FITA DE CETIM
20378 WIRE-O - BOBINA PRETAUNICA-3/8,4,2025-07-16,2025-07-02,2025-07-02,2025-07-07,2025-07-16,222530,Lassane,2364.6,212.38,280.84,Natural,Boleto,4.0,591.15,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-7/8,10,2025-07-16,2025-07-02,2025-07-02,2025-07-07,2025-07-16,222530,Lassane,3436.86,308.69,408.19,Natural,Boleto,4.0,343.69,CAIXAS,Wire-o,WIRE-O
20381 WIRE-O - BOBINA PRATAUNICA-7/8,5,2025-07-16,2025-07-02,2025-07-02,2025-07-07,2025-07-16,222530,Lassane,1774.69,159.4,191.65,Natural,Boleto,4.0,354.94,CAIXAS,Wire-o,WIRE-O
20380 WIRE-O - BOBINA BRANCAUNICA-9/16,1,2025-07-16,2025-07-02,2025-07-02,2025-07-07,2025-07-16,222530,Lassane,501.47,45.04,59.56,Natural,Boleto,4.0,501.47,CAIXAS,Wire-o,WIRE-O
